Sw,dkro,dkrw,kro,krw
0.1935,-0.0007009344435567277,-0.0,0.874535,0.0
0.220732684,-0.007988749654588416,-2.5410585287383633e-07,0.873310588,3.29900288e-07
0.247965368,-0.0178301838352392,-4.506025930802915e-06,0.861930614,9.60847167e-06
0.275198053,-0.020199605137975883,-5.107114303098046e-06,0.813528802,8.52453763e-05
0.302430737,-0.1125694077003988,-0.00021449226759565296,0.675537172,0.000473743108
0.329663421,-0.05574808684833175,-0.0008145961220067703,0.432394705,0.00207127221
0.356896105,-0.048679177910084304,-0.0015573081926329455,0.200758795,0.00788179235
0.384128789,-0.02215762701398764,-0.009483103737039233,0.0738161314,0.0273287621
0.411361474,-0.005155978703278367,-0.023134691773501196,0.0239203538,0.0861246086
0.438594158,-0.0016004852659545757,-0.0392558134765649,0.00715157956,0.22840377
0.465826842,-0.0003952619178155532,-0.029480544006931963,0.00197623487,0.443290287
0.493059526,-4.705519246946064e-05,-0.021534765237727675,0.000494869828,0.608846854
0.520292211,-1.6108051014479844e-05,-0.005705261052213652,0.000108571315,0.678966977
0.547524895,-1.2724291781627799e-05,-0.010835201063409931,1.98581964e-05,0.699574863
0.574757579,-2.0744518730175027e-06,-0.0007703329501049292,2.80784774e-06,0.704414422
0.601990263,-2.0202745326659808e-07,-0.0005844993797519542,2.7098517e-07,0.705330787
0.629222947,-1.53000297523542e+17,-0.00010251809703069658,1.41653484e-08,0.705459515
0.656455632,-2669841083626417.0,-7.283293078755972e-06,2.39220735e-10,0.705470616
0.683688316,-2739163660958.4136,-0.0002533641856914846,2.5175841e-13,0.705470999
0.710921,-0.0,-0.0,0.0,0.705471
