Realization;Norm_misfit
0;0.3644361285608162
1;0.0
2;0.0
3;0.5541544895916561
4;0.38180390143639764
5;0.0
6;0.4788632933872335
7;0.0
8;0.26224512581766074
9;0.4682106775740378
10;0.0
11;0.29646164592286894
12;0.21604601744737784
13;0.0
14;0.3468923427892944
15;0.6183536822713047
16;0.0
17;0.34166136288232407
18;0.0
19;0.4006694190822166
20;0.23198232472123276
21;2.1671078970760105
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.23572976486497796
29;0.5526821193204375
30;0.33103376124879846
31;0.27375637664634744
32;0.3221606707797862
33;0.0
34;0.0
35;0.0
36;0.4901883607246456
37;0.8735646939752616
38;0.0
39;0.5671852407560548
40;0.45918572818553455
41;0.3332644497482256
42;0.8917196921467898
43;0.9279600418802759
44;0.6543305172944218
45;0.0
46;0.0
47;0.4919840499481595
48;0.4258222482810231
49;0.643386968740728
50;0.0
51;0.0
52;0.0
53;0.42915225466825296
54;0.0
55;0.0
56;0.2298334229357621
57;0.0
58;0.3449560786432775
59;0.7300352960794279
60;0.0
61;0.0
62;0.0
63;0.0
64;0.5191438725698839
65;0.689663781750519
66;0.0
67;0.0
68;0.4035744804811172
69;0.0
70;0.7235731316562347
71;0.4819434166765389
72;0.5142215809363306
73;0.0
74;0.0
75;0.45800948809165154
76;0.27053701711746175
77;0.0
78;0.0
79;0.0
80;0.3309296249412731
81;0.5117672105744328
82;1.6052553706390325
83;1.0106601102674333
84;0.44969726281350514
85;0.7683432841304919
86;0.2873781577565005
87;1.090860902861028
88;0.35553852480428605
89;0.6467351356164613
90;0.31544011343576367
91;0.0
92;0.0
93;0.3854522409923236
94;0.0
95;0.6021108341457114
96;0.41600789678829525
97;0.3063639985061337
98;0.0
99;0.0
